,CASNumber,IngredientName,clean_wo_work,bgCAS,category,date_added,date_curated,is_new,stat,comment
0,68434-57-6,$Alkyl (C-14-C16) Olefin Sulfonate, Sodium Salt$,False,,ambiguous,2021-04-01,2021-04-02,True,unk,
224,7372-46-0,Caprylamidopropyl Betaine,False,73772-46-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
225,10069-04-4,Chlorine Dioxide,False,10049-04-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
226,10048-04-4,Chlorine Dioxide,False,10049-04-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
227,1569-48-4,Chloromethylnaphthalene quinoline quatemary amine,False,15619-48-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
228,14464-64-1,Christobalite,False,14464-46-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
229,14808-60-8,Chrystalline Silica (Quartz),False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
230,104-55-22,Cinnamaldehyde,False,104-55-2,auth: corrected,2021-04-01,2021-04-02,True,unk,
231,104-55-0,CINNAMALDEHYDE,False,104-55-2,auth: corrected,2021-04-01,2021-04-02,True,unk,
232,77-92-99,CITRIC ACID,False,77-92-9,auth: corrected,2021-04-01,2021-04-02,True,unk,
233,77-92-7,Citric Acid,False,77-92-9,auth: corrected,2021-04-01,2021-04-02,True,unk,
234,77-92-2,Citric Acid,False,77-92-9,auth: corrected,2021-04-01,2021-04-02,True,unk,
235,96266-47-4,Citrus Terpenes,False,94266-47-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
236,94288-47-4,Citrus terpenes,False,94266-47-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
237,124-28-9,CO2,False,124-38-9,auth: corrected,2021-04-01,2021-04-02,True,unk,
238,68603-12-9,Cocamide Diethaclamine Salt,False,68603-42-9,auth: corrected,2021-04-01,2021-04-02,True,unk,
239,6803-42-9,Cocamide Diethanolamine Salt,False,68603-42-9,auth: corrected,2021-04-01,2021-04-02,True,unk,
240,689139-30-0,Cocamidopropyl Hydroxysultaine,False,68139-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
241,1303-74-5,Corundum,False,1302-74-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
242,14806-60-7,$Crstalline silica, quartz$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
243,14808-60-8,Crystaline Silica (Quartz),False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
244,4808-60-7,Crystalline Silica,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
245,1488-60-7,Crystalline Silica,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
246,14838-60-7,Crystalline Silica,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
247,14808-60-8,Crystalline silica,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
248,14808-60-7 60,Crystalline silica,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
249,14808-60-8,Crystalline Silica (Quartz(,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
250,14808-60-9,Crystalline Silica (Quartz),False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
251,14808-60-9,Crystalline Silica (quartz),False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
252,14808-60-8,Crystalline Silica (Quartz),False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
253,$14808-60-7, -8 and -9$,Crystalline Silica (Quartz),False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
254,14808-60-6,Crystalline Silica (Quartz),False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
255,14808-60-5,Crystalline Silica (Quartz),False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
256,14808-60-10,Crystalline Silica (Quartz),False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
257,148-60-7,Crystalline Silica in Form of Quartz,True,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
258,148-60-7,Crystalline Silica in form of Quartz,True,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
259,14808-60-8,Crystalline Silica in the form of Quartz,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
260,0148808-60-7,Crystalline silica quartz,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
261,1464-46-1,$Crystalline silica, cristobalite$,False,14464-46-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
262,14464-46-4,$Crystalline silica, cristobalite$,False,14464-46-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
263,18404-60-7,$Crystalline silica, quartz$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
264,148089-60-7,$Crystalline Silica, quartz$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
265,14808-60-4,$Crystalline silica, quartz$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
266,14808-30-0,$Crystalline silica, quartz$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
267,14806-60-7,$Crystalline silica, quartz$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
268,!4808-60-7,$Crystalline silica, quartz$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
269,14808-60-07,$Crystalline silica, quartz - 1,076,000 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
270,14808-60-07,$Crystalline silica, quartz - 1,230,554 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
271,14808-60-07,$Crystalline silica, quartz - 1,566,869 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
272,14808-60-07,$Crystalline silica, quartz - 1,573,600 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
273,14808-60-07,$Crystalline silica, quartz - 1,699,682 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
274,14808-60-07,$Crystalline silica, quartz - 1,784,693 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
275,14808-60-07,$Crystalline silica, quartz - 1,876,000 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
276,14808-60-07,$Crystalline silica, quartz - 2,365,000 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
277,14808-60-07,$Crystalline silica, quartz - 2,376,000 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
278,14808-60-07,$Crystalline silica, quartz - 2,508,738 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
279,14808-60-07,$Crystalline silica, quartz - 2,529,358 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
280,14808-60-07,$Crystalline silica, quartz - 2,746,984 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
281,14808-60-07,$Crystalline silica, quartz - 2,838,000 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
282,14808-60-07,$Crystalline silica, quartz - 3,036,682 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
283,14808-60-07,$Crystalline silica, quartz - 3,060,000 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
284,14808-60-07,$Crystalline silica, quartz - 3,187,800 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
285,14808-60-07,$Crystalline silica, quartz - 3,453,994 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
286,14808-60-07,$Crystalline silica, quartz - 3,717,403 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
287,14808-60-07,$Crystalline silica, quartz - 3,830,246 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
288,14808-60-07,$Crystalline silica, quartz - 3,896,200 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
289,14808-60-07,$Crystalline silica, quartz - 4,246,251 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
290,14808-60-07,$Crystalline silica, quartz - 4,307,270 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
291,14808-60-07,$Crystalline silica, quartz - 4,762,200 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
292,14808-60-07,$Crystalline silica, quartz - 4,896,000 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
293,14808-60-07,$Crystalline silica, quartz - 4,904,145 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
294,14808-60-07,$Crystalline silica, quartz - 4,905,962 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
295,14808-60-07,$Crystalline silica, quartz - 5,202,000 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
296,14808-60-07,$Crystalline silica, quartz - 5,911,671 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
297,14808-60-07,$Crystalline silica, quartz -2,361,000 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
298,14808-60-07,$Crystalline silica, quartz -2,597,100 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
299,14808-60-07,$Crystalline silica, quartz -2,830,400 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
300,14808-60-07,$Crystalline silica, quartz -2,831,000 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
301,14808-60-07,$Crystalline silica, quartz -2,833,200 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
302,14808-60-07,$Crystalline silica, quartz -2,833,300 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
303,14808-60-07,$Crystalline silica, quartz -2,957,100 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
304,14808-60-07,$Crystalline silica, quartz -3,069,300 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
305,14808-60-07,$Crystalline silica, quartz -3,305,800 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
306,14808-60-07,$Crystalline silica, quartz -3,529,300 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
307,14808-60-07,$Crystalline silica, quartz -4,301,100 lbs$,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
308,1480-60-7,Crystalline silica: Quartz (SiO2),False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
309,11808-60-7,Crystalline Sillica,False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
310,14808-60-8,Crystlline Silica (Quartz),False,14808-60-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
311,7477-39-4,Cupric Chloride,False,7447-39-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
312,747-39-4,Cupric Chloride,False,7447-39-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
313,10125-13-3,Cupric Chloride,False,10125-13-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
314,747-39-4,CUPRIC CHLORITE,False,7447-39-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
315,553-74-4,Dazomet,False,533-74-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
316,533-74-7,Dazomet,False,533-74-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
317,533-74-2,Dazomet,False,533-74-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
318,533-73-2,Dazomet,False,533-74-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
319,9000 11 6,DB-964,False,9003-11-6,auth: corrected,2021-04-01,2021-04-02,True,unk,
320,11/6/9003,DB-964,False,9003-11-6,auth: corrected,2021-04-01,2021-04-02,True,unk,
321,2605-49-0,Decyl-dimethyl amine oxide,False,2605-79-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
322,27176-67-0,Dedeylbenzene Sulfonate,False,27176-87-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
323,27176-67-0,Deodeylbenzene Sulfonate,False,27176-87-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
324,32491-75-5,Derivative guar gum,False,39421-75-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
325,7727-55,Diammonium peroxidisulphate,False,7727-54-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
326,7727-54,Diammonium peroxidisulphate,False,7727-54-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
327,915063-39-3,$Diatomaceous Earth, calcined$,False,91053-39-3,auth: corrected,2021-04-01,2021-04-02,True,unk,
328,9105-39-3,$Diatomaceous Earth, Calcined$,False,91053-39-3,auth: corrected,2021-04-01,2021-04-02,True,unk,
329,1022-01-2,Dibrom-3-nitnlpropion,False,10222-01-2,auth: corrected,2021-04-01,2021-04-02,True,unk,
330,3252-43-30,Dibromoacetonitrile,False,3252-43-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
331,7172-51-5,Didecyl dimethyl ammonium chloride,False,7173-51-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
332,111-72-2,Diethanolamine,False,111-42-2,auth: corrected,2021-04-01,2021-04-02,True,unk,
333,7398-69-83,Dimethyldiallyammonium chloride,False,7398-69-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
334,285159-02-0,Disodium dodecyldiphenyl ether,False,28519-02-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
335,285159-02-0,Disodium dodecyldiphenyl ether disulfonate,False,28519-02-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
336,6742-47-8,$Distallates(Petroleum), hydrotreated light$,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
337,64742-47-5,$Distillate, Petroleum, Hydrotreated light$,False,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
338,4742-47-8,$Distillate, petroleum, hydrotreated light$,False,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
339,6742-47-8,Distillates,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
340,6742-47-8,Distillates (petroleum),True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
341,64741-47-8,Distillates (Petroleum) Hydrotreated Light,False,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
342,6742-47-8,$DISTILLATES (PETROLEUM), HYDROTREATED LIGHT$,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
343,6742-47-8,$Distillates (Petroleum), Hydrotreated Light$,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
344,6742-47-8,$Distillates (petroleum), hydrotreated light$,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
345,6742-47-8,$Distillates, Petroleum, Hydrotreated Light$,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
346,6742-47-8,$Distillates, Petroleum, hydrotreated light$,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
347,6742-47-8,$Distillates, petroleum, hydrotreated light$,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
348,6742-47-8,$Distillates, petroleum, hydrtreated light$,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
349,6742-47-8,$Distillates,petroleum,hydrotreated light$,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
350,6742-47-8,distillates(peroleum) hydrotreated light,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
351,6742-47-8,$Distillates(Petroleum), hydrotreated light$,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
352,27167-87-0,Dodecylbenzene sulfonic acid,False,27176-87-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
353,27176-67-0,Dodecylbenzenesulfonic acid,False,27176-87-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
354,26836-07-07,$Dodecylbenzenesulfonic acid, monoethanolamine salt$,False,26836-07-7,auth: corrected,2021-04-01,2021-04-02,True,unk,
355,27176-67-0,Dodeylbenzene Sulfonate,False,27176-87-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
356,68424-4-85-1,Dymethylbenzylommonium Chloride,False,68424-85-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
357,647-17-5,Ethanol,False,64-17-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
358,64-17-5 200-578-6,Ethanol,False,64-17-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
359,64-14-5,Ethanol,False,64-17-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
360,000064-14-5,Ethanol,False,64-17-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
361,141-49-5,ETHANOLAMINE,False,141-43-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
362,68412-54-5,Ethoxylated Nonylphenol,False,68412-54-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
363,6841-54-4,Ethoxylated Nonylphenol,False,68412-54-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
364,701-21-1,Ethylende Glycol,False,107-21-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
365,10721-21-1,Ethylene Glycol,False,107-21-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
366,107-21-2,Ethylene Glycol,False,107-21-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
367,107-21-0,Ethylene glycol,False,107-21-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
368,107-12-1,Ethylene Glycol,False,107-21-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
369,103-21-1,Ethylene glycol,False,107-21-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
370,11-76-2,Ethylene Glycol Monobutyl Ether,False,111-76-2,auth: corrected,2021-04-01,2021-04-02,True,unk,
371,1909-43-3,$Ethylenediaminetriaceticacid, trisodium salt$,False,19019-43-3,auth: corrected,2021-04-01,2021-04-02,True,unk,
372,617090-12-3,$Fatty acids, tail-oil$,False,61790-12-3,auth: corrected,2021-04-01,2021-04-02,True,unk,
373,500-00-0,Formaldehyde,False,50-00-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
374,55845-06-02,Formaldehyde Polymer,False,55845-06-2,auth: corrected,2021-04-01,2021-04-02,True,unk,
375,65997-17-13,glassy calcium magnesium phosphate,False,65997-17-3,auth: corrected,2021-04-01,2021-04-02,True,unk,
376,111-30-80,Glutaraldehyde,False,111-30-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
377,111-30-08,Glutaraldehyde,False,111-30-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
378,111-20-8,Glutaraldehyde,False,111-30-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
379,58-81-5,Glycerine,False,56-81-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
380,56-81-4,Glycerol,False,56-81-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
381,11-76-2,Glycol Ethers,False,111-76-2,auth: corrected,2021-04-01,2021-04-02,True,unk,
382,900-30-0,GUAR,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
383,9003-30-0,Guar Gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
384,9003-30-0,Guar gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
385,9000-33-0,Guar Gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
386,9000-300-0,Guar gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
387,9000-30-1,Guar Gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
388,9000-30-1,Guar gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
389,9000-30,Guar Gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
390,9000-30,Guar gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
391,9000-30,guar gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
392,900-30-0,Guar gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
393,900-30-0,guar gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
394,090000-30-0,Guar Gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
395,0090000-30-0,Guar Gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
396,009-000-0,Guar Gum,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
397,900-30-0,Guar Powder,False,9000-30-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
398,7647-07-0,HCL,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
399,34742-94-5,Heavy Aromatic Naptha,False,64742-94-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
400,6472-94-5,Heavy aromatic petroleum naphtha,False,64742-94-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
401,68742-94-5,Heavy Aromatic Petroleum Naptha,False,64742-94-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
402,9012-54-18,Hemicelluase Enzyme Concentrate,False,9012-54-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
403,9012-54-18,HEMICELLULASE ENZYME CONCENTRATE,False,9012-54-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
404,9012-54-18,Hemicellulase Enzyme Concentrate,False,9012-54-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
405,4/4/4719,$Hexahydro-1,3,5-tris(2-hydroxyethyl)-s-tr iazine$,False,4719-04-4,auth: corrected,2021-04-01,2021-04-02,True,unk,
406,109-7-0,Hexamethylenetetramine,False,100-97-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
407,1007-97-0,Hexamethylenetetramine,False,1009-07-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
408,7647-001-0,Hydorgen Chloride,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
409,7657-01-0,Hydrochloric Acid,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
410,7647-07-0,Hydrochloric Acid,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
411,7647-01-1,HYDROCHLORIC ACID,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
412,7647-01-1,Hydrochloric Acid,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
413,7467-01-1,Hydrochloric Acid,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
414,7467-01-0,Hydrochloric Acid,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
415,7467-01-0,Hydrochloric acid,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
416,6747-01-0,Hydrochloric Acid,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
417,07647-01-1,Hydrochloric Acid,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
418,7647 01 1,Hydrocholric acid,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
419,7647-010-0,Hydrogen Chloride,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
420,7647-01-1,Hydrogen Chloride,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
421,7641-011,Hydrogen Chloride,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
422,7641-01-1,Hydrogen Chloride,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
423,7641-01_1,Hydrogen Chloride,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
424,7647-010-0,Hydrogen Chloride (31-33) blended dow to 7.5,False,7647-01-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
425,7732-18-52,Hydrogen Hydroxide,False,7732-18-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
426,65742-47-8,Hydrotreated Light Distillate,False,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
427,54742-47-8,Hydrotreated Light Distillate,False,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
428,64746-47-8,Hydrotreated Light Distillates (10-30),False,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
429,6742-47-8,$Hydrotreated light petroleum
distillate$,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
430,6742-47-8,Hydrotreated light petroleum distillate,True,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,valid_but_empty,
431,64742-48-8,Hydrotreated light petroleum distillate,False,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
432,64742-44-8,Hydrotreated light petroleum distillates,False,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
433,64724-47-8,Hydrotreated petroleum distallate,False,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
434,6472-47-8,Hydrotreated Petroleum Distillate,False,64742-47-8,auth: corrected,2021-04-01,2021-04-02,True,unk,
435,1309-37-7,Iron Oxide,False,1309-37-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
436,67-63-1,Isopropanol,False,67-63-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
437,67-63-01,Isopropanol,False,67-63-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
438,67-60-0,Isopropanol,False,67-63-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
439,67-53-0,Isopropanol,False,67-63-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
440,67-36-0,Isopropanol,False,67-63-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
441,67-30-0,Isopropanol,False,67-63-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
442,67-63-2,Isopropyl Alcohol,False,67-63-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
443,67-30-0,Isopropyl Alcohol,False,67-63-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
444,67-3-0,Isopropyl Alcohol,False,67-63-0,auth: corrected,2021-04-01,2021-04-02,True,unk,
445,19-65-3,Isoquinoline,False,119-65-3,auth: corrected,2021-04-01,2021-04-02,True,unk,
446,50-25-1,Lactic Acid,False,50-21-5,auth: corrected,2021-04-01,2021-04-02,True,unk,
447,34398-01-1(3EO),Linear C11 alcohol ethoxylate  (3eo),False,34398-01-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
448,34398-01-1(7EO),Linear C11 alcohol ethoxylate  (7eo),False,34398-01-1,auth: corrected,2021-04-01,2021-04-02,True,unk,
