,CASNumber,IngredientName,clean_wo_work,bgCAS,category,date_added,date_curated,is_new,stat,comment
0,68434-57-6,$Alkyl (C-14-C16) Olefin Sulfonate, Sodium Salt$,False,,ambiguous,2021-04-01,2021-04-02,True,unk,
6782,7631-86-9,Silicon Dioxide,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6783,7631-86-9,Silicon dioxide,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6784,60676-86-0,Silicon Dioxide,True,60676-86-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6785,14808-60-7,SILICON DIOXIDE,True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6786,14808-60-7,Silicon Dioxide,True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6787,14808-60-7,Silicon dioxide,True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6788,112945-52-5,Silicon Dioxide,True,112945-52-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6789,112945-52-5,Silicon dioxide,True,112945-52-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6790,112926-00-8,Silicon Dioxide,True,112926-00-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6791,7631-86-9,Silicon Dioxide (Amorphous As Glass),True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6792,7631-86-9,Silicon Dioxide (Amorphous as Glass),True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6793,7631-86-9,Silicon Dioxide (Amorphous as glass),True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6794,7631-86-9,Silicon Dioxide (amorphous as glass),True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6795,7631-86-9,Silicon Dioxide (Amorphous),True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6796,7631-86-9,Silicon dioxide (amorphous),True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6797,60676-86-0,Silicon Dioxide (Crystalline),True,60676-86-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6798,14464-46-1,Silicon Dioxide (Crystalline),True,14464-46-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6799,14808-60-7,Silicon Dioxide (Quartz),True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6800,14808-60-7,Silicon Dioxide (quartz),True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6801,14808-60-7,SILICON DIOXIDE (SILICA SAND),True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6802,14808-60-7,Silicon Dioxide (Silica Sand),True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6803,14808-60-7,Silicon Dioxide (SiO2),True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6804,14464-46-1,Silicon Dioxide crystalline-Cristobalite,True,14464-46-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6805,7631-86-9,$Silicon Dioxide, (amorphous$,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6806,14808-60-7,$Silicon Dioxide, (amorphous$,True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6807,7631-86-9,$Silicon Dioxide, (Amorphous as glass)$,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6808,7631-86-9,$Silicon Dioxide, (amorphous as Glass)$,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6809,7631-86-9,$Silicon Dioxide, (amorphous as glass)$,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6810,7631-86-9,$Silicon dioxide, (amorphous as glass)$,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6811,7631-86-9,$Silicon Dioxide, amorphous as glass$,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6812,7631-86-9,$Silicon dioxide, chemically prepared$,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6813,14808-60-7,$Silicon Dioxide, quartz$,True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6814,7631-86-9,Silicon Dioxide(amorphous as glass),True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6815,63148-62-9,Silicone,True,63148-62-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6816,7631-86-9,Silicone Dioxide,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6817,14808-60-7,Silicone Dioxide,True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6818,14808-60-7,Silicone dioxide,True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6819,14808-60-7,$Sillica, Crystalline - Quartz$,True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6820,7631-86-9,$Sillica, Crystalline Quartz$,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6821,7631-86-9,$Sillica, crystalline quartz$,True,7631-86-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6822,68937-55-3,$Siloxanes  and Silicones, di-Me, 3-hydroxypropyl Me, ethoxylated propoxylated$,True,68937-55-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6823,67762-90-7,$Siloxanes and Silicones, di-Me,
reaction products with silica$,True,67762-90-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6824,67762-90-7,$Siloxanes and Silicones, di-Me,
reaction products with silica$,True,67762-90-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6825,68937-55-3,$Siloxanes and Silicones, di-Me, 3-hydroxypropyl$,True,68937-55-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6826,68937-55-3,$Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethoxylated propoxylated$,True,68937-55-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6827,68037-74-1,$Siloxanes and silicones, di-Me, polymers with Me silsesquioxanes$,True,68037-74-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6828,67762-90-7,$Siloxanes and Silicones, di-Me, reaction  products with silica$,True,67762-90-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6829,67762-90-7,$Siloxanes and Silicones, di-Me, reaction products$,True,67762-90-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6830,67762-90-7,$Siloxanes and Silicones, di-Me, reaction products with silica$,True,67762-90-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6831,63148-52-7,$Siloxanes and silicones, dimethyl,$,True,63148-52-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6832,68037-59-2,$Siloxanes and silicones, dimethyl, methyl hydrogen$,True,68037-59-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6833,67762-90-7,$Siloxanes and silicones, dimethyl, reaction products with silica$,True,67762-90-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6834,1318-16-7,Sintered Bauxite,True,1318-16-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6835,1318-16-7,Sintered bauxite,True,1318-16-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6836,14808-60-7,SiO2,True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6837,14808-60-7,Sio2,True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6838,14808-60-7,$Slicia, Quartz Si02$,True,14808-60-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6839,1338-43-8,$Sobitan, mono-9-octadecenoate, (Z)$,True,1338-43-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6840,7647-14-5,Socium Chloride,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6841,7772-98-7,Sodiium thiosulfate - TS,True,7772-98-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6842,7647-14-5,Sodium,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6843,7647-14-5,Sodium  chloride,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6844,1310-73-2,Sodium  hydroxide,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6845,7632-00-0,Sodium  nitrite,True,7632-00-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6846,7775-27-1,Sodium  Persulfate,True,7775-27-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6847,1303-96-4,Sodium  tetraborate decahydrate,True,1303-96-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6848,68439-57-6,Sodium (c14-15) olefin sulfonate,True,68439-57-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6849,68439-57-6,Sodium (C14-16) olefin sulfonate,True,68439-57-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6850,867-56-1,Sodium (S)-lactate,True,867-56-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6851,1300-72-7,Sodium (xylenes and 4-ethylbenzene)sulfonate,True,1300-72-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6852,22042-96-2,$Sodium [[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobi s(methylene)]]tetrakisphosphonate$,True,22042-96-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6853,25446-78-0,Sodium 2-[2-[2-(tridecyloxy) ethoxy]ethoxy]ethyl sulphate,True,25446-78-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6854,25446-78-0,Sodium 2-2-2-(tridecyloxy)ethoxy ethoxyethyl sulphate,True,25446-78-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6855,25446-78-0,Sodium 2-2-2-(tridecyloxy)ethoxyethoxyethyl sulphate,True,25446-78-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6856,126-92-1,Sodium 2-ethylhexyl sulfate,True,126-92-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6857,126-92-1,Sodium 2-ethylhexyl sulphate,True,126-92-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6858,127-09-3,Sodium Acetatae,True,127-09-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6859,127-09-3,SODIUM ACETATE,True,127-09-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6860,127-09-3,Sodium Acetate,True,127-09-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6861,127-09-3,Sodium acetate,True,127-09-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6862,127-09-3,Sodium Acetate Anhydrous,True,127-09-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6863,25085-02-3,Sodium acrylate acrylamide polymer ,True,25085-02-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6864,1310-73-2,Sodium Additive,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6865,15214-89-8,Sodium AMPS,True,15214-89-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6866,119345-04-9,SODIUM ARYL SULFONATE,True,119345-04-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6867,119345-04-9,Sodium Aryl Sulfonate,True,119345-04-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6868,532-32-1,Sodium Benzoate,True,532-32-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6869,144-55-8,SODIUM BICARBONATE,True,144-55-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6870,144-55-8,Sodium Bicarbonate,True,144-55-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6871,144-55-8,Sodium bicarbonate,True,144-55-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6872,7631-90-5,Sodium Bilsulfate,True,7631-90-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6873,577-11-7,Sodium bis(2-ethylhexyl)sulfosuccinate,True,577-11-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6874,7681-38-1,Sodium Bisulfate,True,7681-38-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6875,7681-38-1,Sodium bisulfate,True,7681-38-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6876,7631-90-5,Sodium Bisulfate,True,7631-90-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6877,7631-90-5,Sodium Bisulfite,True,7631-90-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6878,7631-90-5,Sodium bisulfite,True,7631-90-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6879,7631-90-5,Sodium Bisulfite (Trade Secret),True,7631-90-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6880,7631-90-5,Sodium Bisulfite(Trade Secret),True,7631-90-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6881,1333-73-9,Sodium borate,True,1333-73-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6882,1303-96-4,SODIUM BORATE,True,1303-96-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6883,1303-96-4,Sodium Borate,True,1303-96-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6884,1303-96-4,Sodium borate,True,1303-96-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6885,1303-96-4,Sodium Borate Decahydrate,True,1303-96-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6886,1303-96-4,Sodium borate decahydrate,True,1303-96-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6887,1303-96-4,$Sodium Borate or Sodium Teraborate Borates, Tera, Sodium Salts$,True,1303-96-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6888,13840-56-7,Sodium Borate-NALCO,True,13840-56-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6889,12179-04-3,$Sodium borate, pentahydrate$,True,12179-04-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6890,7789-38-0,Sodium Bromate,True,7789-38-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6891,7789-38-0,Sodium bromate,True,7789-38-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6892,7789-38-0,sodium bromate,True,7789-38-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6893,7647-15-6,SODIUM BROMIDE,True,7647-15-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6894,7647-15-6,Sodium Bromide,True,7647-15-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6895,7647-15-6,Sodium bromide,True,7647-15-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6896,68439-57-6,Sodium C14-16 olefin sulfonate,True,68439-57-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6897,1319-33-1,SODIUM CALCIUM BORATE HYDROXIDE,True,1319-33-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6898,1319-33-1,Sodium Calcium Borate Hydroxide,True,1319-33-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6899,497-19-8,SODIUM CARBONATE,True,497-19-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6900,497-19-8,Sodium Carbonate,True,497-19-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6901,497-19-8,Sodium carbonate,True,497-19-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6902,497-19-8,sodium carbonate,True,497-19-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6903,144-55-8,Sodium carbonate,True,144-55-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6904,497-19-8,$Sodium Carbonate (Sodium Carbonate Monohydrate, Soda Ash)$,True,497-19-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6905,9004-32-4,Sodium Carboxmethylcellulose,True,9004-32-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6906,9004-32-4,Sodium carboxy methyl cellulose,True,9004-32-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6907,18016-19-8,Sodium Carboxylate,True,18016-19-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6908,9004-32-4,Sodium carboxymethyl cellulose,True,9004-32-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6909,9004-32-4,Sodium carboxymethylcellulose,True,9004-32-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6910,7647-14-5,Sodium chloide,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6911,7647-14-5,Sodium Chloirde,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6912,7775-09-9,Sodium Chlorate,True,7775-09-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6913,7758-19-2,Sodium Chloride,True,7758-19-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6914,7758-19-2,Sodium chloride,True,7758-19-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6915,7732-18-5,Sodium Chloride,True,7732-18-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6916,76471-41-5,Sodium chloride,True,76471-41-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6917,7647-14-5,SODIUM CHLORIDE,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6918,7647-14-5,Sodium Chloride,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6919,7647-14-5,Sodium chloride,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6920,7647-14-5,sodium chloride,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6921,7440-23-5,Sodium chloride,True,7440-23-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6922,68647-72-3,Sodium chloride,True,68647-72-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6923,67-48-1,SODIUM CHLORIDE,True,67-48-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6924,51838-31-4,Sodium Chloride,True,51838-31-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6925,104-76-7,Sodium Chloride,True,104-76-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6926,7647-14-5,Sodium Chloride ,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6927,7647-14-5,Sodium chloride (0.02),True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6928,7647-14-5,Sodium chloride (impurity),True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6929,7647-14-5,Sodium chloride (NaCI),True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6930,7647-14-5,Sodium Chloride (NACL),True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6931,7647-14-5,Sodium Chloride Solution,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6932,7647-14-5,$Sodium Chloride,$,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6933,7647-14-5,$Sodium Chloride, Sodium Chlorite$,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6934,7647-14-5,$Sodium Chloride, Sodium hypochlorite, Water$,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6935,7647-14-5,Sodium Chlorides,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6936,7758-19-2,SODIUM CHLORITE,True,7758-19-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6937,7758-19-2,Sodium Chlorite,True,7758-19-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6938,7758-19-2,Sodium chlorite,True,7758-19-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6939,7647-14-5,Sodium Chlorite,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6940,7647-14-5,Sodium chlorite,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6941,3926-62-3,Sodium chloroacetate,True,3926-62-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6942,7647-14-5,Sodium Choloride,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6943,7647-14-5,Sodium Choride,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6944,7647-14-5,Sodium Chorlide,True,7647-14-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6945,68-04-2,Sodium citrate,True,68-04-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6946,28348-53-0,Sodium Cumene Sulfonate,True,28348-53-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6947,126-96-5,Sodium diacetate,True,126-96-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6948,151-21-3,Sodium Dodecyl Sulfate,True,151-21-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6949,6381-77-7,SODIUM ERYTHORBATE,True,6381-77-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6950,6381-77-7,Sodium Erythorbate,True,6381-77-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6951,6381-77-7,Sodium erythorbate,True,6381-77-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6952,6381-77-7,Sodium erythorbate monohydrate,True,6381-77-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6953,870-72-4,Sodium Formaldehyde Bisulfite ,True,870-72-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6954,141-53-7,SODIUM FORMATE,True,141-53-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6955,141-53-7,Sodium Formate,True,141-53-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6956,141-53-7,Sodium formate,True,141-53-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6957,141-53-7,sodium formate,True,141-53-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6958,2836-32-0,Sodium Glycolate,True,2836-32-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6959,2836-32-0,Sodium glycolate,True,2836-32-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6960,2836-32-0,sodium glycolate,True,2836-32-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6961,2836-32-0,Sodium glycolate (0.01),True,2836-32-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6962,2836-32-0,Sodium Glycolate (impurity),True,2836-32-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6963,2836-32-0,Sodium Glycolate (Sodium Hydroxyacetate),True,2836-32-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6964,2836-32-0,Sodium glycollate,True,2836-32-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6965,1310-73-2,Sodium Hdroxide,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6966,1310-73-2,Sodium Hydoxide,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6967,1310-73-2,Sodium hydoxide,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6968,7681-52-9,Sodium Hydrochlorite,True,7681-52-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6969,7681-52-9,Sodium hydrochlorite,True,7681-52-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6970,144-55-8,Sodium hydrogen carbonate,True,144-55-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6971,7631-90-5,Sodium hydrogensulphite,True,7631-90-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6972,7631-90-5,Sodium hydrogensulphite (aqueous solution),True,7631-90-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6973,7681-52-9,Sodium hydroxchlorite,True,7681-52-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6974,1310-73-2,Sodium Hydroxid,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6975,7647-01-0,Sodium Hydroxide,True,7647-01-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6976,7173-51-5,Sodium Hydroxide,True,7173-51-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6977,64742-94-5,Sodium hydroxide,True,64742-94-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6978,533-74-4,Sodium Hydroxide,True,533-74-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6979,1310-73-2,SODIUM HYDROXIDE,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6980,1310-73-2,Sodium Hydroxide,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6981,1310-73-2,Sodium hydroxide,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6982,1310-73-2,sodium hydroxide,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6983,1310-58-3,Sodium Hydroxide,True,1310-58-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6984,1310-58-3,Sodium hydroxide,True,1310-58-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6985,1310-73-2,Sodium Hydroxide (0.5 - 1),True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6986,1310-73-2,Sodium hydroxide (Caustic Soda),True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6987,1310-73-2,Sodium hydroxide (impurity),True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6988,1310-73-2,$Sodium Hydroxide,$,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6989,2836-32-0,Sodium Hydroxyacetate,True,2836-32-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6990,2836-32-0,Sodium hydroxyacetate,True,2836-32-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6991,7681-52-9,Sodium hypochloride,True,7681-52-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6992,7681-52-9,SODIUM HYPOCHLORITE,True,7681-52-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6993,7681-52-9,Sodium Hypochlorite,True,7681-52-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6994,7681-52-9,Sodium hypochlorite,True,7681-52-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6995,7681-52-9,sodium hypochlorite,True,7681-52-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6996,7681-52-9,SODIUM HYPOCHLORITE SOLUTION,True,7681-52-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6997,7681-52-9,$Sodium Hypochlorite, Sodium Chlorite, Sodium Hydroxide$,True,7681-52-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6998,1310-73-2,Sodium hypoxide,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
6999,1310-73-2,Sodium Hyrdoxide,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
7000,1310-73-2,Sodium Hyrdroxide,True,1310-73-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
